,CPUStarvation,etcdNetworkPeer,etcdBackendCommitDur,etcdWallSyncDur,etcdResponseTime,APIServerResponseTime
0,0.2245580855090159,2.2814453357673927,0.1602471250838315,0.3312195075656499,3.532135831099435,3.6951289244126095
1,0.21505816096783367,2.2201060562107684,0.274492189468852,0.46045130753814567,3.7907902613319857,3.8796127629335553
2,0.23038576334459632,2.030040763632549,0.07533745335055325,0.1539451116226847,3.014799549115197,3.1336520156696728
3,0.08902601362779883,2.0592942175165034,0.5771378726418372,0.4212110749890641,3.7621353093161694,3.774627774850628
4,0.018787672311346256,2.0114273322510496,0.4585457793179538,0.12617485616036292,3.218853153278493,3.294563252539111
5,0.08568505480616959,2.01463435535298,0.05839356649052405,0.08306847808815804,2.918193165810411,3.125423778160343
6,0.07923311932590915,2.365405792473581,0.07082546783151371,0.3885613433354954,3.415437185062873,3.468594812763109
7,0.52924102147406,2.3077059100495427,0.07875090180881203,0.138259527929063,3.9697678335029054,4.064091716612259
8,0.14473392507616112,2.2941702278598055,0.004043463346097258,0.14438020154724499,3.1218390344526314,3.165813741799316
9,0.10985057016877563,2.231713248029006,0.08475085977969982,0.40157619125076915,3.403807668788443,3.6402387140430403
10,0.5287481443425169,2.021570117432715,0.6360036100658146,0.34543793880304197,4.133156696556147,4.142199149787132
11,0.6178841257018212,2.3000672778631905,0.20928450878712102,0.34286915018972114,4.046302035539155,4.386371411586947
12,0.05868642720419355,2.123397908720255,0.02033752239480279,0.1100812696584767,3.1213710350188397,3.3108406532392465
13,0.3156188052627902,2.0684073447947986,0.26141208411452505,0.09275517457102499,3.407884053222191,3.6279653271323618
14,0.05065840572946437,2.038427558029091,0.27958246265367986,0.27011888472556395,3.5416718354165955,3.5433341164792895
15,0.2905728128529547,2.1617623540733035,0.10626880756922297,0.2536940421084964,3.570353167595771,3.6637631361560854
16,0.020874175558686932,2.2012093962954635,0.09328927814386855,0.09530281253651701,3.343569260793667,3.514563104395405
17,0.008147056334001337,2.016095962156954,0.19764034703394925,0.3742087885418742,3.10535055808521,3.431966524352158
18,0.0496841288441757,2.0924814794769673,0.020239386446489222,0.2896903148596393,2.994542832225496,3.0300252223133644
19,0.05749524953871991,2.2037456917161564,0.20461039579252033,0.18932626384038334,3.2798582513947436,3.294724750734437
20,0.027589767796735838,2.0164774277329016,0.23086022996545347,0.03852193798993808,3.0088109551950977,3.046230643943098
21,0.3772269457571389,2.1633474712392595,0.11283782177866691,0.11765292896839862,3.3886565972161526,3.3983988402447003
22,0.04975541373236816,2.198941242851303,0.1849657834184097,0.1383770985316127,3.4782246030992616,3.630237352012382
23,0.2836181088402544,2.2316302918256197,0.288865489634338,0.3901158781033696,3.839907669425676,4.01316955261828
24,0.35124021009426704,2.143223889148466,0.18519142365633892,0.002479297031527502,3.2066880018074095,3.3191261086475325
25,0.9745020462652152,2.2981544917125794,0.0495278066214448,0.04720135095806974,3.934053050912664,3.992481193177013
26,0.16535631979342558,2.039026273572551,0.09036799826865118,0.04790011858817339,2.8676024933551245,2.9065467541757144
27,0.25301386715183977,2.0186505548333042,0.5073488118788897,0.007174481393159845,3.3103039421254445,3.3495420428300884
28,0.04690368296495928,2.1826567548927533,0.1023238513360118,0.2863907595242051,3.60727369597548,3.817183705333324
29,0.11985060640740997,2.5420686147465803,0.0019637797860860215,0.12753385304538684,3.380568520961975,3.400876167221612
30,0.06802703691853407,2.1141304904324687,0.15678741153852627,0.25199808534524365,3.247952798570694,3.5513385472316523
31,0.013142803194012545,2.1055534938842326,0.028878015493385624,0.29940854937680067,3.172114974498211,3.1815061640805955
32,0.05520566533608509,2.2278279081629115,0.04691977387326432,0.07926422888823727,2.925213853646799,3.030968297689976
33,0.17874948035933425,2.140252079784768,0.044522695906302756,0.27110020119205797,3.291291317562825,3.4989983369672912
34,0.6160383265149516,2.3872748685111245,0.08542776389095563,0.05930953945070964,3.8008115133818405,3.8837011181047734
35,0.3659349488642939,2.45036684127441,0.23877391643039714,0.2592154480413818,3.8535092968346274,4.146170153633244
36,0.09277424574471238,2.076776115801026,0.046917323694331624,0.0014798865597069042,3.079368055455411,3.1593415208779274
37,0.025882021844362398,2.3285321006743223,0.21163216496633602,0.3629364521353824,3.469088415986925,3.6709277993401135
38,0.010679699584205386,2.0319388627468524,0.025646418209063094,0.07000006420672909,2.802770950961045,3.0895267943649727
39,0.0882175701143873,2.1759113641900103,0.07362310529148383,6.255232065057907e-05,2.999793347220499,3.073539261943025
40,0.14604606718219723,2.112323705125451,0.5828643859181151,0.3238517303301827,3.861923980107675,3.8826811425511174
41,0.07422004415219273,2.195988134471428,0.02751819114365883,0.042876412625837385,3.3652190821476307,3.665062773173317
42,0.026481199201241784,2.742259494160577,0.3084593262485123,0.30321663727550885,4.068300070483801,4.099963978136117
43,0.1725012131126072,2.141447308871227,0.04655664678239666,0.14245724195413287,3.1337679293912837,3.1618261488602264
44,0.13950531760815707,2.057132026921207,0.03545114870899909,0.15179323384957752,2.9420320239723163,2.9565330532659866
45,0.19853299371730476,2.342289396654623,0.1818054341057003,0.6595767783424754,3.9069156004431966,3.9273098756694047
46,0.10681066564723576,2.246116532084988,0.313977703820022,0.010618380428926781,3.3016571472832656,3.362905397986561
47,0.3819387610323143,2.0194405402294575,0.5907813704233597,0.03788441373201408,3.623665711981443,3.6503828586709437
48,0.19816885085690458,2.356083011937715,0.051508669586352224,0.6383266214468313,3.8963210856736596,3.9703414476580545
49,0.042844260787790724,2.13162688507728,0.2822682113393222,0.7721209271085709,4.002071014164049,4.151044657406111
50,0.12690431170948757,2.049733119704532,0.2199682408690997,0.30483780796558696,3.4818651344036966,3.6554317857280756
51,0.06037187088744768,2.0201591832222316,0.03482859655114672,0.15790704641992614,2.8992843822928966,3.074481999796661
52,0.04635484508654055,2.12262922380366,0.23130190093253256,0.3581501010543595,3.3333117544311124,3.6553225922450676
53,0.1586673499073459,2.193337892976361,0.2341045896640821,0.11575666363583473,3.3175949224387775,3.681729024811407
54,0.0049275089305183505,2.03915188979017,0.18943874805675684,0.15202876631802661,3.5409575295013664,3.6012824229896703
55,0.31372459781572204,2.092886900438281,0.07396429909603533,0.14030059934923342,3.282928414344907,3.370962922654473
56,0.010063550967921941,2.2734184100540955,0.12769317101605782,0.3167918719495795,3.230567276066155,3.354071996279049
57,0.17320626613823942,2.0123659271502485,0.14121711062219652,0.5001907672507041,3.3677256121542407,3.4224595132510034
58,0.2517390646685603,2.082906965485944,0.3322575639691967,0.06756538150812275,3.263267285405308,3.4029410089913252
59,0.1465494034887929,2.2897524531515274,0.33319173846224204,0.27431120807563963,3.583284487420657,3.853976895964685
60,0.23571834846673548,2.0349870950173954,0.03933062786200024,0.3703264528885219,3.3056607753391987,3.376709515767223
61,0.07633906522054029,2.319990537781344,0.00019245307312260127,0.05962521122588317,3.039582402755045,3.0434461940284683
62,0.09210855037705538,2.186429482248186,0.4052973051335708,0.08912182261906615,3.518856447290464,3.5197809506136633
63,0.04048321420943397,2.3231707028845126,0.6361193470476105,0.15997283680149027,3.9098371831575744,4.085826273104045
64,0.47255209083744076,2.025581161142075,0.38620306095644374,0.20457488465838952,3.813687665708244,3.8781176327866556
65,0.054659624405702406,2.0856364441482467,0.029326680214158924,0.5002108797080033,3.5850749654001963,3.585157741694822
66,0.10923251056067387,2.0151426673100876,0.4662608294344699,0.16240711225107055,3.451894832660522,3.585966321591398
67,0.23332939654162543,2.4787046273826103,0.2964683834080073,0.004627502946607166,3.5824217222469077,3.8590595774462804
68,0.086977194562193,2.119794904987579,0.09167867755624272,0.5419345086518254,3.524425742168305,3.544922935219377
69,0.2497130617062863,2.0570062560519373,0.18955546083069819,0.2473069895139434,3.3636181844169153,3.626334512257966
70,0.14479303389215628,2.096684660529945,0.15757131777408565,0.07579822935082886,3.401829913204993,3.4117399951192127
71,0.05751092458962394,2.0184643743400095,0.17751488289908612,0.013468589987114308,2.9680748674580752,3.2572308322239993
72,0.1221899779797637,2.2597041260949187,0.06001509690635061,0.12582475357547943,3.260748828421889,3.36518159712039
73,0.1469055059211408,2.042083152498389,0.029893563476886226,0.08746942200291037,2.835181408099912,2.8566699937257596
74,0.005488735875082562,2.1062923209161473,0.011532769373951767,0.09303163662694758,2.7413964357961675,2.8771213485456277
75,0.4253770138262932,2.2386417474023803,0.06892353457728427,0.009893544881132308,3.4102775565496386,3.4755638349006412
76,0.3371769257746869,2.0150013756367224,0.20798114289722652,0.09148876467783906,3.3197003100659446,3.429598947852302
77,0.14362945642553596,2.0518161897295966,0.802323903106678,0.0034936945960241357,3.605386474354507,3.8633707943164106
78,0.0031876273969295623,2.220862699106378,0.16267759658131364,0.04246828205712738,3.0468365029792586,3.226642125737719
79,0.18347416850239506,2.5326187181190485,0.017178916667416902,0.06276768922601131,3.391376103279735,3.4109760252273382
80,0.11355996409527964,2.512426702143089,0.15606723252536686,0.32146479049730725,3.6530834167075676,3.7101658713099193
81,0.09587579319320765,2.051213388447464,0.3489434077019631,0.13012235583015147,3.3347298941062355,3.680155425208003
82,0.025260582413306323,2.1734228929919337,0.20094218529386543,0.36799280399829964,3.3508114128697586,3.5957449299309174
83,0.008374382758803811,2.334572366561396,0.05204878754021558,0.03763115832170731,3.109181195652151,3.420632648437958
84,0.10520678614707309,2.1634236199073427,0.16633922660555606,0.0877368085347619,3.41165502390863,3.804194595308061
85,0.1603320423868759,2.5375759973799275,0.0804128278409212,0.024882329457268537,3.371197265584557,3.4445456658450806
86,0.07423199670236634,2.029281675850189,0.047924133174947904,0.2976426297188466,3.156902399498455,3.1904889539247003
87,0.04832575731546698,2.004612954037609,0.3074488953525758,0.07867957374539535,3.018082799200466,3.0648181511727945
