timestamp,etcdDBLeaderElection,etcdBackendCommitDuration,etcdWalSyncDuration,etcdNetWorkPeerRoundTripDuration,etcdCPUIOWaitDuration,KubeAPICPUCoreUsage,ACMCPUCoreUsage
1/30/24 21:47,6,0.000994304,0.000991984,0.012672000000000001,0.000595238,2.000075766666668,0.518399933
1/30/24 21:48,6,0.003392,0.000993764,0.012672000000000001,0.000595238,1.4309194333333306,0.3905061333333337
1/30/24 21:49,6,0.00099,0.00099184,0.012672000000000001,0.000595238,1.3519363000000009,0.39167676666666734
1/30/24 21:50,6,0.0009944,0.000994177,0.012672000000000001,0.001190476,0.8610481333333315,0.3288876000000003
1/30/24 21:51,6,0.00099,0.000995801,0.012672000000000001,0.001190476,1.2089644666666668,0.3847339000000002
1/30/24 21:52,6,0.000994304,0.000992025,0.012672000000000001,0.000595238,0.6959141333333374,0.3237234
1/30/24 21:53,6,0.00274,0.000991592,0.012672000000000001,0.001190476,1.2734642333333333,0.3987569000000002
1/30/24 21:54,6,0.000998839,0.000992111,0.012672000000000001,0.000595238,1.476792133333335,0.3636651333333336
1/30/24 21:55,6,0.000994342,0.000994681,0.012672000000000001,0.001785714,0.8459858666666673,0.35124780000000055
1/30/24 21:56,6,0.00099,0.00099208,0.012672000000000001,0.000595238,1.1673348000000028,0.3328433666666665
1/30/24 21:57,6,0.000994459,0.000994352,0.012672000000000001,0.001190476,1.1618061333333336,0.37683096666666693
1/30/24 21:58,6,0.001215,0.00099,0.012672000000000001,0.001190476,1.0562287999999995,0.3957439333333335
1/30/24 21:59,6,0.00099,0.000992432,0.012672000000000001,0.001190476,1.1579167333333316,0.4555526666666678
1/30/24 22:00,6,0.00099,0.000997374,0.012672000000000001,0.001190476,1.3153098666666652,0.37940989999999997
1/30/24 22:01,6,0.00099,0.000992276,0.012672000000000001,0.001190476,1.5552100666666635,0.4066582666666664
1/30/24 22:02,6,0.000994521,0.000994008,0.012672000000000001,0.001785714,0.9730096000000032,0.32471519999999965
1/30/24 22:03,6,0.001176667,0.00099,0.012672000000000001,0.001190476,0.9520031666666678,0.40033263333333285
1/30/24 22:04,6,0.00099,0.000992215,0.012672000000000001,0.000595238,1.3174211666666698,0.42371863333333437
1/30/24 22:05,6,0.000994648,0.000994371,0.012672000000000001,0.001190476,0.9472492000000035,0.3499967000000005
1/30/24 22:06,6,0.00099,0.00099,0.012672000000000001,0.000595238,1.647075867,0.38538210000000006
